Event Category,Gender,medal_type,country_name,country_code,athlete_full_name,Scored Unit,Scoring Type,game_season,game_year,game_location,game_name,Age,Year of Birth
Women's Park,Woman,BRONZE,Great Britain,GB,Sky BROWN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,16,2008
Women's Snowboard Big Air,Woman,BRONZE,Australia,AU,Tess COADY,136.25,POINTS,Winter,2022,China,Beijing 2022,24,2000
Women's Snowboard Slopestyle,Woman,BRONZE,Australia,AU,Tess COADY,71.13,POINTS,Winter,2022,China,Beijing 2022,24,2000
Men's Cross-country,Man,GOLD,Great Britain,GB,Thomas PIDCOCK,NULL,NULL,Summer,2020,Japan,Tokyo 2020,25,1999
Women's Fly (48-51kg),Woman,BRONZE,Japan,JP,Tsukimi NAMIKI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Men's Heavy (81-91kg),Man,SILVER,Kazakhstan,KZ,Vassiliy LEVIT,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Women's Singles,Woman,SILVER,Switzerland,CH,Viktorija GOLUBIC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,32,1992
10m Air Rifle Men,Not Stated,BRONZE,ROC,ROC,Vladimir MASLENNIKOV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's Singles,Man,SILVER,Austria,AT,Wolfgang KINDL,03:49.1,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's Pole Vault,Woman,SILVER,Cuba,CU,Yarisley SILVA,4.55,DISTANCE,Summer,2020,Japan,Tokyo 2020,37,1987
Women's Freestyle 76kg,Woman,BRONZE,Turkey,TR,Yasemin ADAR,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Women's Singles,Woman,SILVER,People's Republic of China,CN,Yingsha SUN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,NULL,NULL
Men's 10m Platform,Man,GOLD,People's Republic of China,CN,Yuan CAO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men's 10m Platform,Man,BRONZE,People's Republic of China,CN,Yuan CAO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men's Snowboard Big Air,Man,GOLD,Canada,CA,Sebastien TOUTANT,11.25,POINTS,Winter,2022,China,Beijing 2022,32,1992
Women's Snowboard Halfpipe,Woman,BRONZE,Japan,JP,Sena TOMITA,75.75,POINTS,Winter,2022,China,Beijing 2022,25,1999
10m Air Rifle Men,Not Stated,SILVER,ROC,ROC,Sergey KAMENSKIY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
10m Air Rifle Men,Not Stated,BRONZE,ROC,ROC,Sergey KAMENSKIY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
10m Air Rifle Men,Not Stated,SILVER,ROC,ROC,Sergey KAMENSKIY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
50m Rifle 3 Positions Men,Not Stated,SILVER,ROC,ROC,Sergey KAMENSKIY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
50m Rifle 3 Positions Men,Not Stated,BRONZE,ROC,ROC,Sergey KAMENSKIY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
50m Rifle 3 Positions Men,Not Stated,SILVER,ROC,ROC,Sergey KAMENSKIY,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Men's Greco-Roman 130kg,Man,BRONZE,ROC,ROC,Sergey SEMENOV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men's Greco-Roman 130kg,Man,BRONZE,ROC,ROC,Sergey SEMENOV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men's Canoe,Man,SILVER,Germany,DE,Sideris TASIADIS,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Men's Canoe,Man,BRONZE,Germany,DE,Sideris TASIADIS,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Men's 50km Mass Start Free,Man,SILVER,Norway,NO,Simen Hegstad KRUEGER,11:40.2,TIME,Winter,2022,China,Beijing 2022,31,1993
Women's 100m Butterfly,Woman,GOLD,People's Republic of China,CN,Yufei ZHANG,55082,TIME,Summer,2020,Japan,Tokyo 2020,26,1998
Women's 100m Butterfly,Woman,SILVER,People's Republic of China,CN,Yufei ZHANG,55082,TIME,Summer,2020,Japan,Tokyo 2020,26,1998
Women's 200m Butterfly,Woman,GOLD,People's Republic of China,CN,Yufei ZHANG,02:08.4,TIME,Summer,2020,Japan,Tokyo 2020,26,1998
Women's 200m Butterfly,Woman,SILVER,People's Republic of China,CN,Yufei ZHANG,02:08.4,TIME,Summer,2020,Japan,Tokyo 2020,26,1998
Women's Freestyle 50kg,Woman,GOLD,Japan,JP,Yui SUSAKI,16,POINTS,Summer,2020,Japan,Tokyo 2020,25,1999
Men -60 kg,Man,SILVER,Chinese Taipei,TW,Yung Wei YANG,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Men's 1000m,Man,GOLD,People's Republic of China,CN,Ziwei REN,01:24.2,TIME,Winter,2022,China,Beijing 2022,27,1997
Men's 1500m,Man,GOLD,People's Republic of China,CN,Ziwei REN,02:15.0,TIME,Winter,2022,China,Beijing 2022,27,1997
Men's 500m,Man,GOLD,People's Republic of China,CN,Ziwei REN,40669,TIME,Winter,2022,China,Beijing 2022,27,1997
Finn Men,Not Stated,SILVER,Hungary,HU,Zsombor BERECZ,39,POINTS,Summer,2020,Japan,Tokyo 2020,38,1986
Men's Greco-Roman 87kg,Man,BRONZE,Serbia,RS,Zurabi DATUNASHVILI,7,POINTS,Summer,2020,Japan,Tokyo 2020,33,1991
Women's 500m,Woman,SILVER,Japan,JP,Miho TAKAGI,37120,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 500m,Woman,SILVER,Japan,JP,Miho TAKAGI,37120,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 1000m,Woman,SILVER,Japan,JP,Miho TAKAGI,01:13.1,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 1000m,Woman,BRONZE,Japan,JP,Miho TAKAGI,01:13.1,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 1000m,Woman,GOLD,Japan,JP,Miho TAKAGI,01:13.1,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 1000m,Woman,SILVER,Japan,JP,Miho TAKAGI,01:13.1,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 1000m,Woman,SILVER,Japan,JP,Miho TAKAGI,01:13.1,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's Light (57-60kg),Woman,BRONZE,Finland,FI,Mira POTKONEN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,44,1980
Women's Light (57-60kg),Woman,BRONZE,Finland,FI,Mira POTKONEN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,44,1980
Men's Greco-Roman 97kg,Man,BRONZE,Islamic Republic of Iran,IR,Mohammadhadi SARAVI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Men's Freestyle 86kg,Man,BRONZE,San Marino,SM,Myles Nazem AMINE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Women's 5000m,Woman,BRONZE,ROC,ROC,Natalia VORONINA,06:57.0,TIME,Winter,2022,China,Beijing 2022,30,1994
Women's 3000m,Woman,BRONZE,ROC,ROC,Natalia VORONINA,04:04.1,TIME,Winter,2022,China,Beijing 2022,30,1994
Men's 12.5km Pursuit,Man,BRONZE,Norway,NO,Tarjei BOE,39:36.1,TIME,Winter,2022,China,Beijing 2022,36,1988
Men's 10km Sprint,Man,SILVER,Norway,NO,Tarjei BOE,24:39.3,TIME,Winter,2022,China,Beijing 2022,36,1988
Men's 10km Sprint,Man,BRONZE,Norway,NO,Tarjei BOE,24:39.3,TIME,Winter,2022,China,Beijing 2022,36,1988
Women -57kg,Woman,SILVER,ROC,ROC,Tatiana KUDASHOVA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Women -57 kg,Woman,BRONZE,Portugal,PT,Telma MONTEIRO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,39,1985
Women's 7.5km Sprint,Woman,BRONZE,Norway,NO,Tiril ECKHOFF,22:00.4,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 7.5km Sprint,Woman,BRONZE,Norway,NO,Tiril ECKHOFF,22:00.4,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 7.5km Sprint,Woman,SILVER,Norway,NO,Tiril ECKHOFF,22:00.4,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 7.5km Sprint,Woman,BRONZE,Norway,NO,Tiril ECKHOFF,22:00.4,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 15km Individual,Woman,BRONZE,Norway,NO,Tiril ECKHOFF,47:10.2,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 15km Individual,Woman,BRONZE,Norway,NO,Tiril ECKHOFF,47:10.2,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 15km Individual,Woman,SILVER,Norway,NO,Tiril ECKHOFF,47:10.2,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 15km Individual,Woman,BRONZE,Norway,NO,Tiril ECKHOFF,47:10.2,TIME,Winter,2022,China,Beijing 2022,34,1990
Men -100 kg,Man,BRONZE,ROC,ROC,Niiaz ILIASOV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Women's Uneven Bars,Woman,GOLD,Belgium,BE,Nina DERWAEL,15.2,POINTS,Summer,2020,Japan,Tokyo 2020,24,2000
Women's All-Around,Woman,GOLD,Belgium,BE,Nina DERWAEL,55.965,POINTS,Summer,2020,Japan,Tokyo 2020,24,2000
25m Pistol Women,Woman,BRONZE,Georgia,GE,Nino SALUKVADZE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,55,1969
25m Pistol Women,Woman,GOLD,Georgia,GE,Nino SALUKVADZE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,55,1969
25m Pistol Women,Woman,SILVER,Georgia,GE,Nino SALUKVADZE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,55,1969
10m Air Pistol women,Woman,BRONZE,Georgia,GE,Nino SALUKVADZE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,55,1969
10m Air Pistol women,Woman,GOLD,Georgia,GE,Nino SALUKVADZE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,55,1969
10m Air Pistol women,Woman,SILVER,Georgia,GE,Nino SALUKVADZE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,55,1969
Men's 100m Butterfly,Man,BRONZE,Switzerland,CH,Noe PONTI,51024,TIME,Summer,2020,Japan,Tokyo 2020,NULL,NULL
Women's 1000m,Woman,SILVER,ROC,ROC,Olga FATKULINA,01:16.1,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 500m,Woman,SILVER,ROC,ROC,Olga FATKULINA,37760,TIME,Winter,2022,China,Beijing 2022,34,1990
Women -67kg,Woman,BRONZE,United States of America,US,Paige MCPHERSON,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Men's Welter (63-69kg),Man,SILVER,Great Britain,GB,Pat MCCORMACK,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
10m Air Rifle women,Woman,BRONZE,Croatia,HR,Snjezana PEJCIC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,42,1982
50m Rifle 3 Positions women,Woman,BRONZE,Croatia,HR,Snjezana PEJCIC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,42,1982
Men's Marathon,Man,GOLD,Uganda,UG,Stephen KIPROTICH,NULL,IRM,Summer,2020,Japan,Tokyo 2020,35,1989
Jumping Individual,Not Stated,GOLD,Switzerland,CH,Steve GUERDAT,NULL,NULL,Summer,2020,Japan,Tokyo 2020,42,1982
Men's Greco-Roman 97kg,Man,BRONZE,Poland,PL,Tadeusz MICHALIK,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Men -81 kg,Man,GOLD,Japan,JP,Takanori NAGASE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Men -81 kg,Man,BRONZE,Japan,JP,Takanori NAGASE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Men's Freestyle 65kg,Man,GOLD,Japan,JP,Takuto OTOGURO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Women's 30km Mass Start Free,Woman,GOLD,Norway,NO,Therese JOHAUG,24:54.0,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 30km Mass Start Free,Woman,GOLD,Norway,NO,Therese JOHAUG,24:54.0,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 30km Mass Start Free,Woman,GOLD,Norway,NO,Therese JOHAUG,24:54.0,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 30km Mass Start Free,Woman,BRONZE,Norway,NO,Therese JOHAUG,24:54.0,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 30km Mass Start Free,Woman,SILVER,Norway,NO,Therese JOHAUG,24:54.0,TIME,Winter,2022,China,Beijing 2022,36,1988
Men's 10m Platform,Man,GOLD,People's Republic of China,CN,Yuan CAO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men's 10m Platform,Man,GOLD,People's Republic of China,CN,Yuan CAO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men's 10m Platform,Man,SILVER,People's Republic of China,CN,Yuan CAO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Men's Parallel Giant Slalom,Man,BRONZE,Slovenia,SI,Zan KOSIR,NULL,NULL,Winter,2022,China,Beijing 2022,40,1984
Men's Parallel Giant Slalom,Man,BRONZE,Slovenia,SI,Zan KOSIR,NULL,NULL,Winter,2022,China,Beijing 2022,40,1984
Men's Parallel Giant Slalom,Man,SILVER,Slovenia,SI,Zan KOSIR,NULL,NULL,Winter,2022,China,Beijing 2022,40,1984
Men's Mass Start,Man,GOLD,Poland,PL,Zbigniew BRODKA,30.69,NULL,Winter,2022,China,Beijing 2022,40,1984
Men's Singles,Man,SILVER,People's Republic of China,CN,Zhendong FAN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Women's Individual Stroke Play,Woman,BRONZE,People's Republic of China,CN,Shanshan FENG,273,STROKES,Summer,2020,Japan,Tokyo 2020,35,1989
Men's 1000m,Man,GOLD,Hungary,HU,Shaoang LIU,01:24.2,TIME,Winter,2022,China,Beijing 2022,26,1998
Men's 1000m,Man,BRONZE,Hungary,HU,Shaoang LIU,01:24.2,TIME,Winter,2022,China,Beijing 2022,26,1998
Men's 1500m,Man,GOLD,Hungary,HU,Shaoang LIU,02:15.3,TIME,Winter,2022,China,Beijing 2022,26,1998
Men's 1500m,Man,BRONZE,Hungary,HU,Shaoang LIU,02:15.3,TIME,Winter,2022,China,Beijing 2022,26,1998
Men's 500m,Man,GOLD,Hungary,HU,Shaoang LIU,40797,TIME,Winter,2022,China,Beijing 2022,26,1998
Men's 500m,Man,BRONZE,Hungary,HU,Shaoang LIU,40797,TIME,Winter,2022,China,Beijing 2022,26,1998
Women's 100m,Woman,BRONZE,Jamaica,JM,Shericka JACKSON,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's 100m,Woman,BRONZE,Jamaica,JM,Shericka JACKSON,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's Discus Throw,Man,SILVER,Sweden,SE,Simon PETTERSSON,64.18,DISTANCE,Summer,2020,Japan,Tokyo 2020,30,1994
Men's 1500m,Man,BRONZE,Canada,CA,Steven DUBOIS,02:15.1,TIME,Winter,2022,China,Beijing 2022,27,1997
Men's 1500m,Man,SILVER,Canada,CA,Steven DUBOIS,02:15.1,TIME,Winter,2022,China,Beijing 2022,27,1997
Men's 500m,Man,BRONZE,Canada,CA,Steven DUBOIS,40399,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's Canoe Single 200m,Woman,GOLD,United States of America,US,Nevin HARRISON,NULL,NULL,Summer,2020,Japan,Tokyo 2020,22,2002
Men,Man,GOLD,Netherlands,NL,Niek KIMMANN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Women's Park,Woman,BRONZE,Switzerland,CH,Nikita DUCARROZ,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Men +100 kg,Man,BRONZE,Israel,IL,Or SASSON,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Men's Triple Jump,Man,GOLD,Portugal,PT,Pedro P. PICHARDO,17.71,DISTANCE,Summer,2020,Japan,Tokyo 2020,31,1993
Eventing Individual,Not Stated,BRONZE,United States of America,US,Phillip DUTTON,54.1,POINTS,Summer,2020,Japan,Tokyo 2020,61,1963
Women's Super-G,Woman,SILVER,Norway,NO,Ragnhild MOWINCKEL,01:14.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Women's Super-G,Woman,SILVER,Norway,NO,Ragnhild MOWINCKEL,01:14.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Women's Giant Slalom,Woman,SILVER,Norway,NO,Ragnhild MOWINCKEL,01:57.3,TIME,Winter,2022,China,Beijing 2022,32,1992
Women's Giant Slalom,Woman,SILVER,Norway,NO,Ragnhild MOWINCKEL,01:57.3,TIME,Winter,2022,China,Beijing 2022,32,1992
Women's Downhill,Woman,SILVER,Norway,NO,Ragnhild MOWINCKEL,01:34.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Women's Downhill,Woman,SILVER,Norway,NO,Ragnhild MOWINCKEL,01:34.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Women's All-Around,Woman,SILVER,Brazil,BR,Rebeca ANDRADE,57.298,POINTS,Summer,2020,Japan,Tokyo 2020,25,1999
Women's 12.5km Mass Start,Woman,BRONZE,Norway,NO,Tiril ECKHOFF,40:33.2,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 12.5km Mass Start,Woman,BRONZE,Norway,NO,Tiril ECKHOFF,40:33.2,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 12.5km Mass Start,Woman,SILVER,Norway,NO,Tiril ECKHOFF,40:33.2,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 12.5km Mass Start,Woman,BRONZE,Norway,NO,Tiril ECKHOFF,40:33.2,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 10km Pursuit,Woman,BRONZE,Norway,NO,Tiril ECKHOFF,36:36.3,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 10km Pursuit,Woman,BRONZE,Norway,NO,Tiril ECKHOFF,36:36.3,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 10km Pursuit,Woman,SILVER,Norway,NO,Tiril ECKHOFF,36:36.3,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 10km Pursuit,Woman,BRONZE,Norway,NO,Tiril ECKHOFF,36:36.3,TIME,Winter,2022,China,Beijing 2022,34,1990
Eventing Individual,Not Stated,SILVER,Great Britain,GB,Tom MCEWEN,29.3,POINTS,Summer,2020,Japan,Tokyo 2020,33,1991
Women's Shot Put,Woman,GOLD,New Zealand,NZ,Valerie ADAMS,18.83,DISTANCE,Summer,2020,Japan,Tokyo 2020,40,1984
Women's Shot Put,Woman,GOLD,New Zealand,NZ,Valerie ADAMS,18.83,DISTANCE,Summer,2020,Japan,Tokyo 2020,40,1984
Women's Shot Put,Woman,BRONZE,New Zealand,NZ,Valerie ADAMS,18.83,DISTANCE,Summer,2020,Japan,Tokyo 2020,40,1984
Men's 50km Mass Start Free,Man,GOLD,Norway,NO,Simen Hegstad KRUEGER,11:40.2,TIME,Winter,2022,China,Beijing 2022,31,1993
Men's 50km Mass Start Free,Man,BRONZE,Norway,NO,Simen Hegstad KRUEGER,11:40.2,TIME,Winter,2022,China,Beijing 2022,31,1993
Women's 100m Freestyle,Woman,SILVER,"Hong Kong, China",HK,Siobhan Bernadette HAUGHEY,52027,TIME,Summer,2020,Japan,Tokyo 2020,27,1997
Women's 100m Freestyle,Woman,SILVER,"Hong Kong, China",HK,Siobhan Bernadette HAUGHEY,52027,TIME,Summer,2020,Japan,Tokyo 2020,27,1997
Women's 200m Freestyle,Woman,SILVER,"Hong Kong, China",HK,Siobhan Bernadette HAUGHEY,01:56.4,TIME,Summer,2020,Japan,Tokyo 2020,27,1997
Women's 200m Freestyle,Woman,SILVER,"Hong Kong, China",HK,Siobhan Bernadette HAUGHEY,01:56.4,TIME,Summer,2020,Japan,Tokyo 2020,27,1997
Men's Light (57-63kg),Man,SILVER,France,FR,Sofiane OUMIHA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's Individual,Man,SILVER,Netherlands,NL,Steve WIJLER,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Women's 500m,Woman,SILVER,Netherlands,NL,Suzanne SCHULTING,42379,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's 500m,Woman,GOLD,Netherlands,NL,Suzanne SCHULTING,42379,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's 500m,Woman,BRONZE,Netherlands,NL,Suzanne SCHULTING,42379,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's 500m,Woman,GOLD,Netherlands,NL,Suzanne SCHULTING,42379,TIME,Winter,2022,China,Beijing 2022,27,1997
Men's Park,Man,SILVER,Brazil,BR,Pedro BARROS,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Women's Moguls,Woman,GOLD,France,FR,Perrine LAFFONT,81.11,POINTS,Winter,2022,China,Beijing 2022,26,1998
Men's 15km Mass Start,Man,GOLD,France,FR,Quentin FILLON MAILLET,39:40.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 15km Mass Start,Man,GOLD,France,FR,Quentin FILLON MAILLET,39:40.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 15km Mass Start,Man,SILVER,France,FR,Quentin FILLON MAILLET,39:40.0,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 12.5km Pursuit,Man,GOLD,France,FR,Quentin FILLON MAILLET,39:08.4,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 12.5km Pursuit,Man,GOLD,France,FR,Quentin FILLON MAILLET,39:08.4,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 12.5km Pursuit,Man,SILVER,France,FR,Quentin FILLON MAILLET,39:08.4,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 10km Sprint,Man,GOLD,France,FR,Quentin FILLON MAILLET,24:26.1,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 10km Sprint,Man,GOLD,France,FR,Quentin FILLON MAILLET,24:26.1,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 10km Sprint,Man,SILVER,France,FR,Quentin FILLON MAILLET,24:26.1,TIME,Winter,2022,China,Beijing 2022,32,1992
Men's 20km Individual,Man,GOLD,France,FR,Quentin FILLON MAILLET,48:47.4,TIME,Winter,2022,China,Beijing 2022,32,1992
Women's 10km Classic,Woman,GOLD,Norway,NO,Therese JOHAUG,28:06.2,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 10km Classic,Woman,GOLD,Norway,NO,Therese JOHAUG,28:06.2,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 10km Classic,Woman,GOLD,Norway,NO,Therese JOHAUG,28:06.2,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 10km Classic,Woman,BRONZE,Norway,NO,Therese JOHAUG,28:06.2,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 10km Classic,Woman,SILVER,Norway,NO,Therese JOHAUG,28:06.2,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 7.5km + 7.5km Skiathlon,Woman,GOLD,Norway,NO,Therese JOHAUG,44:14.2,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 7.5km + 7.5km Skiathlon,Woman,GOLD,Norway,NO,Therese JOHAUG,44:14.2,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 7.5km + 7.5km Skiathlon,Woman,GOLD,Norway,NO,Therese JOHAUG,44:14.2,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 7.5km + 7.5km Skiathlon,Woman,BRONZE,Norway,NO,Therese JOHAUG,44:14.2,TIME,Winter,2022,China,Beijing 2022,36,1988
Women's 7.5km + 7.5km Skiathlon,Woman,SILVER,Norway,NO,Therese JOHAUG,44:14.2,TIME,Winter,2022,China,Beijing 2022,36,1988
Men's 1500m,Man,SILVER,Kenya,KE,Timothy CHERUIYOT,03:36.0,TIME,Summer,2020,Japan,Tokyo 2020,29,1995
Men's 500m,Man,BRONZE,People's Republic of China,CN,Tingyu GAO,34320,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's All-Around,Woman,GOLD,Brazil,BR,Rebeca ANDRADE,57.298,POINTS,Summer,2020,Japan,Tokyo 2020,25,1999
Women's Floor Exercise,Woman,SILVER,Brazil,BR,Rebeca ANDRADE,14.066,POINTS,Summer,2020,Japan,Tokyo 2020,25,1999
Women's Floor Exercise,Woman,GOLD,Brazil,BR,Rebeca ANDRADE,14.066,POINTS,Summer,2020,Japan,Tokyo 2020,25,1999
Women's Vault,Woman,SILVER,Brazil,BR,Rebeca ANDRADE,15.083,POINTS,Summer,2020,Japan,Tokyo 2020,25,1999
Women's Vault,Woman,GOLD,Brazil,BR,Rebeca ANDRADE,15.083,POINTS,Summer,2020,Japan,Tokyo 2020,25,1999
Men's Freestyle 97kg,Man,BRONZE,Cuba,CU,Reineris SALAS PEREZ,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Men's 200m Backstroke,Man,SILVER,Japan,JP,Ryosuke IRIE,01:57.0,TIME,Summer,2020,Japan,Tokyo 2020,34,1990
Men's 200m Backstroke,Man,BRONZE,Japan,JP,Ryosuke IRIE,01:57.0,TIME,Summer,2020,Japan,Tokyo 2020,34,1990
Women's 800m Freestyle,Woman,BRONZE,Germany,DE,Sarah KOHLER,08:17.3,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Women's 1500m Freestyle,Woman,BRONZE,Germany,DE,Sarah KOHLER,15:43.0,TIME,Summer,2020,Japan,Tokyo 2020,30,1994
Men's Snowboard Halfpipe,Man,BRONZE,Australia,AU,Scotty JAMES,91.25,POINTS,Winter,2022,China,Beijing 2022,30,1994
Men's Snowboard Halfpipe,Man,SILVER,Australia,AU,Scotty JAMES,91.25,POINTS,Winter,2022,China,Beijing 2022,30,1994
"Men's 10,000m",Man,GOLD,Ethiopia,ET,Selemon BAREGA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,24,2000
Men's 500m,Man,SILVER,Canada,CA,Steven DUBOIS,40399,TIME,Winter,2022,China,Beijing 2022,27,1997
Women's Light (57-60kg),Woman,BRONZE,Thailand,TH,Sudaporn SEESONDEE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Men,Man,GOLD,Republic of Korea,KR,Sungbin YUN,04:04.0,TIME,Winter,2022,China,Beijing 2022,30,1994
Men's Mass Start,Man,SILVER,Netherlands,NL,Sven KRAMER,35.99,NULL,Winter,2022,China,Beijing 2022,38,1986
Men's Mass Start,Man,GOLD,Netherlands,NL,Sven KRAMER,35.99,NULL,Winter,2022,China,Beijing 2022,38,1986
Men's Mass Start,Man,GOLD,Netherlands,NL,Sven KRAMER,35.99,NULL,Winter,2022,China,Beijing 2022,38,1986
Men's Mass Start,Man,SILVER,Netherlands,NL,Sven KRAMER,35.99,NULL,Winter,2022,China,Beijing 2022,38,1986
Men's Mass Start,Man,GOLD,Netherlands,NL,Sven KRAMER,35.99,NULL,Winter,2022,China,Beijing 2022,38,1986
Men's 5000m,Man,SILVER,Netherlands,NL,Sven KRAMER,06:17.0,TIME,Winter,2022,China,Beijing 2022,38,1986
